uri,title,artist_name,artist_id,album_id,album_name,length,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,class
spotify:track:1KGi9sZVMeszgZOWivFpxs,No Scrubs,TLC,0TImkz4nPqjegtVSMZnMRq,1CvjjpvqVMoyprsf74bpYW,Fanmail,214400,False,80,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,22
spotify:track:0mWiuXuLAJ3Brin3Or2x6v,Learn to Fly,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,1zCNrbPpz5OLSr6mSpPdKm,Greatest Hits,234800,False,56,0.439,0.931,11,-2.59,0,0.0473,1.92e-05,1.21e-05,0.193,0.527,135.944,3
spotify:track:6onLnWywmbSnXDFPVY1mM6,Genie in a Bottle,Christina Aguilera,1l7ZsJRRS8wlW3WfJfPfNS,0VtMlmn7rAcWwxS3QOJo2h,Christina Aguilera,217133,False,0,0.633,0.792,1,-6.968,1,0.149,0.185,0.000185,0.152,0.918,175.795,0
spotify:track:7EFVJfuaqhIIvzNHZpEpth,...Baby One More Time,Britney Spears,26dSoYclwsYLMAKD3tpOr4,574xhx2X0G9MkqACxqi4cg,Greatest Hits: My Prerogative,211160,False,40,0.757,0.725,0,-4.86,0,0.0315,0.185,5.56e-05,0.568,0.883,92.96,9
spotify:track:7MooGz4ZPE4bNxjFegR6Jx,You Don't Know How It Feels,Tom Petty,2UZMlIwnkgAEDBsw1Rejkn,3ZGUBwDiY5HPOcWv4SBPQg,Wildflowers,289440,False,64,0.765,0.502,9,-7.393,1,0.0321,0.119,0.0011,0.171,0.836,144.204,0
spotify:track:4pmc2AxSEq6g7hPVlJCPyP,"Jumpin', Jumpin'",Destiny's Child,1Y8cdNmUJH7yBTd9yOvr5i,283NWqNsCA9GwVHrJk59CG,The Writing's On The Wall,230200,False,71,0.771,0.685,1,-4.639,1,0.0567,0.00543,0.00157,0.0537,0.683,88.997,5
spotify:track:17S4XrLvF5jlGvGCJHgF51,Learning To Fly,Tom Petty and the Heartbreakers,4tX2TplrkIP4v05BNC903e,42G5ULkCRRl3crJMlg6eKd,Into The Great Wide Open,242106,False,73,0.651,0.766,0,-9.935,1,0.0299,0.206,0.00103,0.362,0.949,116.74,29
spotify:track:7v0kHF6tXT8ekVrJAbxpph,I Want It That Way,Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,39gSR80KryAcX955TARfGg,The New Best Of (All Hits & Remixes) 2016,213000,False,0,0.667,0.728,6,-5.476,0,0.0272,0.161,0.0,0.199,0.456,99.014,9
spotify:track:4BggEwLhGfrbrl7JBhC8EC,Butterfly,Crazy Town,4iSKnRZAxkmqNok6tv10Se,0hdOk76DmEMYI6QV92mIin,The Gift Of Game,216733,False,73,0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502,2
spotify:track:0KDaN0HL3TcJVTbXlQCEsS,Torn,Natalie Imbruglia,0dlOr0VIysztGWvU1dpjmP,6HOvWskl058duikMCVOLcW,Left Of The Middle,244666,False,58,0.575,0.886,5,-5.182,1,0.034,0.0647,0.000187,0.709,0.609,96.31,9
spotify:track:7jQBORjiir0pNSKGaHevq9,Mambo No. 5 (A Little Bit of...),Lou Bega,46lnlnlU0dXTDpoAUmH6Qx,41GaNTO6AagOC6CEoATrPF,A Little Bit Of Mambo,220133,False,0,0.611,0.831,5,-5.394,0,0.394,0.0972,0.0,0.308,0.915,174.245,11
spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,Wannabe,Spice Girls,0uq5PttqEjj3IH1bzwcrXF,3x2jF7blR6bFHtk4MccsyJ,Spice,173026,False,82,0.768,0.864,11,-6.145,1,0.0324,0.101,0.0,0.162,0.891,110.008,2
spotify:track:0weAUscowxeqDtpCgtbpgp,Gettin' Jiggy Wit It,Will Smith,41qil2VaGbD194gaEcmmyx,2esWeP8Ln1sXA0jbDmi3Zq,Big Willie Style,227933,False,72,0.881,0.874,6,-4.505,1,0.139,0.0175,1.14e-06,0.154,0.858,107.891,0
spotify:track:2Cy7QY8HPLk925AyNAt6OG,Black or White - Single Version,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,77dNyQA0z8dV33M4so4eRY,The Essential Michael Jackson,202853,False,61,0.741,0.894,4,-3.826,1,0.0496,0.0814,0.0527,0.089,0.96,114.879,21
spotify:track:6xkryXuiZU360Lngd4sx13,Fantasy,Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,1ibYM4abQtSVQFQWvDSo4J,Daydream,243493,False,77,0.669,0.727,7,-7.588,1,0.0353,0.139,0.0,0.123,0.807,102.322,0
spotify:track:7ofK94kTTBZZ5rdZiO1Isu,Drive,Incubus,3YcBF2ttyueytpXtEzn1Za,7GiQea3fTxqZ3tdxkR4deE,The Essential Incubus,232986,False,43,0.639,0.849,4,-5.474,0,0.0361,0.0661,0.02,0.15,0.685,90.562,9
spotify:track:33iv3wnGMrrDugd7GBso1z,My Own Worst Enemy,Lit,5mgr0FFpvy267wKVAYg8qp,3w5Uz3q4SJze14P60ZChsp,A Place In The Sun,169026,True,73,0.494,0.946,4,-2.757,1,0.0637,0.00129,0.0,0.398,0.741,103.408,21
spotify:track:6rvYf9JxdVpMdIiEbsbsBL,I Try,Macy Gray,4ylR3zwA0zaapAu94fktwa,53BHvNMBWji5XZk3Jp54nz,Macy Gray On How Life Is,239440,False,0,0.593,0.642,2,-7.284,1,0.0299,0.313,0.000582,0.0804,0.736,76.403,29
spotify:track:2WjM5cxN10uHaNqh6OLkMv,Everybody (Backstreet's Back) - Radio Edit,Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,39gSR80KryAcX955TARfGg,The New Best Of (All Hits & Remixes) 2016,225253,False,0,0.706,0.893,10,-4.355,0,0.0449,0.0449,1.04e-06,0.301,0.611,108.006,22
spotify:track:5AmRtvaQgLmZ7CxOxABq4Y,I Want You Back - Radio Edit,*NSYNC,6Ff53KvcvAj5U7Z1vojB5o,45gbCmUeq5ZMgXiDkPweRD,Greatest Hits,199786,False,43,0.753,0.946,8,-2.149,0,0.0402,0.0743,0.000369,0.401,0.865,112.041,24
spotify:track:3x4yV0hW5Ve3TKhFkXSqFn,If You Had My Love,Jennifer Lopez,2DlGxzQSjYe5N6G9nkYghR,3Gby5NNeNYkMgAnrtEA3lc,On The 6,266000,False,63,0.68,0.625,11,-7.0,0,0.0353,0.0645,5.81e-05,0.109,0.814,94.02,12
spotify:track:4ocbH5ZJqajZIpUrqRUoue,Meet Virginia,Train,3FUY2gzHeIiaesXtOAdB7A,01aoYWjhjshlHf5vJNYb03,Train,239933,False,62,0.675,0.553,7,-7.775,1,0.0486,0.0863,7.58e-06,0.118,0.594,90.02,14
spotify:track:07q6QTQXyPRCf7GbLakRPr,Everlong,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,1zCNrbPpz5OLSr6mSpPdKm,Greatest Hits,249986,False,58,0.415,0.867,11,-5.497,0,0.0387,5.69e-05,0.000192,0.0883,0.36,157.902,22
spotify:track:7H6ev70Weq6DdpZyyTmUXk,Say My Name,Destiny's Child,1Y8cdNmUJH7yBTd9yOvr5i,283NWqNsCA9GwVHrJk59CG,The Writing's On The Wall,271333,False,78,0.713,0.678,5,-3.525,0,0.102,0.273,0.0,0.149,0.734,138.009,1
spotify:track:0Q0IVlqMV64kNLlwjPj0Hl,Killing Me Softly With His Song,Fugees,2WKdxPFRD7IqZvlIAvhMgY,18XFe4CPBgVezXkxZP6rTb,The Score (Expanded Edition),298773,True,78,0.765,0.29,4,-17.117,0,0.139,0.0279,0.0,0.571,0.506,92.409,0
spotify:track:2iIg5LCp81QGEpnAFDT8V4,What a Girl Wants,Christina Aguilera,1l7ZsJRRS8wlW3WfJfPfNS,0VtMlmn7rAcWwxS3QOJo2h,Christina Aguilera,215866,False,0,0.755,0.827,0,-6.803,1,0.114,0.0671,0.0,0.329,0.797,142.122,5
spotify:track:7mnGQesk1TzQLzQ9bYWZPR,She's so High,Tal Bachman,3KEb1kbIZN5jumsjFEWgSW,3v17hBg9lx5vdJQ8Dfr6OD,Tal Bachman,224693,False,71,0.537,0.84,9,-4.626,1,0.0363,0.2,2.15e-06,0.0998,0.211,124.269,0
spotify:track:1DSJNBNhGZCigg9ll5VeZv,(You Drive Me) Crazy,Britney Spears,26dSoYclwsYLMAKD3tpOr4,3WNxdumkSMGMJRhEgK80qx,...Baby One More Time (Digital Deluxe Version),198066,False,67,0.748,0.939,0,-4.288,0,0.0341,0.0534,0.0,0.32,0.96,104.001,22
spotify:track:6CU0zWIWVTEnmWpSjVHM93,You Gotta Be,Des'ree,73ZPfpfg1LBVvDEArK4l5B,1Q9leCDLTJZIMmnXziq8mU,I Ain't Movin',245200,False,66,0.623,0.669,0,-9.985,1,0.0412,0.211,3.2e-06,0.111,0.492,94.028,7
spotify:track:10TwZnDyL3tfpwBV85Wevs,Quit Playing Games (With My Heart),Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,39gSR80KryAcX955TARfGg,The New Best Of (All Hits & Remixes) 2016,233106,False,0,0.799,0.841,11,-4.384,0,0.0341,0.0958,2.05e-06,0.186,0.935,100.041,22
spotify:track:3rpeUtH3p22qBhJRpKxrW6,Virtual Insanity - Remastered,Jamiroquai,6J7biCazzYhU3gM9j1wfid,0H0vrl0pFZ2u8CrSeuPCLO,High Times - Singles 1992-2006,229360,False,0,0.659,0.949,6,-4.682,1,0.105,0.123,0.0,0.133,0.512,92.025,9
spotify:track:1pMjdk4KxtiCcbRutDYtwv,Always Be My Baby,Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,3FSCbVL6dGzqkHwn7LYqxK,#1 to Infinity,258253,False,39,0.643,0.563,4,-7.134,1,0.0357,0.53,0.0,0.149,0.492,78.95,7
spotify:track:2FK7fxjzQEXD7Z32HSF0Hl,"Men In Black - From ""Men In Black"" Soundtrack",Will Smith,41qil2VaGbD194gaEcmmyx,2esWeP8Ln1sXA0jbDmi3Zq,Big Willie Style,227266,False,65,0.801,0.581,5,-8.491,0,0.0681,0.0968,0.000318,0.0971,0.656,107.545,5
spotify:track:4GiVcDqNQI0fc0yYuRGH9m,Inside Out,Eve 6,4Eqd24yS5YcxI8b6Xfuwr8,1qJOmC60ez9RNWPg4ELMBW,Eve 6,219466,False,69,0.483,0.818,11,-7.666,1,0.0444,0.114,0.0,0.367,0.691,175.668,3
spotify:track:6j9ni7NsraofsDmYqIlEdr,Save Tonight,Eagle-Eye Cherry,3ngKsDXZAssmljeXCvEgOe,71WupOKqXgSrgg0CivZDHS,90 Sweet 90s Hits!,232560,False,37,0.541,0.7,0,-8.416,1,0.0348,8.86e-05,5.12e-05,0.0976,0.612,119.56,0
spotify:track:6naxalmIoLFWR0siv8dnQQ,Oops!...I Did It Again,Britney Spears,26dSoYclwsYLMAKD3tpOr4,5PmgtkodFl2Om3hMXONDll,Oops!... I Did It Again,211160,False,79,0.751,0.834,1,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,9
spotify:track:0Ph6L4l8dYUuXFmb71Ajnd,Livin' la Vida Loca,Ricky Martin,7slfeZO9LsJbWgpkIoXBUJ,1k1Cr3nlJDa8pvwZUJ5xfj,Ricky Martin,243160,False,75,0.425,0.954,1,-3.756,0,0.0476,0.00414,0.0,0.0555,0.933,178.043,9
spotify:track:6L89mwZXSOwYl76YXfX13s,Basket Case,Green Day,7oPftvlwr6VrsViSDV7fJY,4uG8q3GPuWHQlRbswMIRS6,Dookie,181533,False,82,0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71e-06,0.091,0.781,85.064,9
spotify:track:225xvV8r1yKMHErSWivnow,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,4f7HKjBnjpMsDBDTHYV890,Armageddon - The Album,298760,False,75,0.383,0.662,2,-5.162,1,0.0333,0.165,0.0,0.248,0.138,121.154,22
spotify:track:3TW48DvQ7ChwY1Yy1tkMaP,Runaway Train (2022 Remaster),Soul Asylum,02da1vDJ2hWqfK7aJL6SJm,3EFhsxrJoH3yE3r8bHheE6,Grave Dancers Union (2022 Remaster),266560,False,72,0.613,0.72,0,-7.957,1,0.0425,0.0132,0.0,0.104,0.561,117.341,1
spotify:track:0QnONzv3TvHAWk294h6DaQ,Last Kiss,Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,11BDZR6NRHwPiPy1WQr4Jf,Last Kiss,195466,False,73,0.622,0.692,7,-6.97,1,0.0276,0.363,0.000158,0.193,0.774,112.053,6
spotify:track:3XKIUb7HzIF1Vu9usunMzc,Maria Maria (feat. The Product G&B),Santana,6GI52t8N5F02MxU0g5U69P,10aiDpdFGyfCFEcqpx6XTq,Supernatural (Remastered),261973,False,67,0.777,0.601,2,-5.931,1,0.126,0.0406,0.00201,0.0348,0.68,97.911,17
spotify:track:6SluaPiV04KOaRTOIScoff,Show Me Love - Radio Version,Robyn,6UE7nl9mha6s8z0wFQFIZ2,5OvepfQiCFMCzML6fTgrBW,Robyn Is Here,229226,False,60,0.546,0.643,6,-4.069,0,0.0437,0.0745,0.0,0.213,0.704,181.838,24
spotify:track:6DzbmjkVZpz1mrDobAoJI8,Shimmer,Fuel,0EyuKHE1AeE9lWUF8mzKVp,5CmgNXCwdGuqn6EPzfb4Tq,The Best of Fuel,214040,False,54,0.263,0.784,7,-6.514,1,0.054,0.00192,0.0,0.15,0.385,114.671,3
spotify:track:6e8Ou0wiqAzIpWb2eSxll8,Miami,Will Smith,41qil2VaGbD194gaEcmmyx,2esWeP8Ln1sXA0jbDmi3Zq,Big Willie Style,197560,False,72,0.877,0.534,1,-6.178,1,0.15,0.0339,1.67e-05,0.0441,0.89,108.17,22
spotify:track:0YfNXMKlh46m6aAhHOrmls,Doo Wop (That Thing) - Edit,Ms. Lauryn Hill,2Mu5NfyYm8n5iTomuKAEHl,0QhwxYDUougJiVDtyN4Lhm,"R&B - 100 Hits - The Greatest R n B album - 100 R & B Classics featuring Usher, Pitbull and Justin Timberlake",240666,False,55,0.795,0.56,2,-8.908,1,0.0659,0.00867,0.0,0.226,0.635,99.922,8
spotify:track:751gBcu62kORDelX7FV0mM,Thank You,Dido,2mpeljBig2IXLXRAFO9AAs,5HC0K52InwrhTEd5zDPzRk,No Angel,217826,False,62,0.722,0.595,1,-9.928,0,0.0415,0.284,0.00054,0.0694,0.738,79.981,7
spotify:track:3045fb9YLKYjlRq8398U3G,You Make Me Wanna...,Usher,23zg3TcAtWQy7J6upgbUnj,71WupOKqXgSrgg0CivZDHS,90 Sweet 90s Hits!,219546,False,39,0.761,0.65,5,-6.865,0,0.0588,0.0375,0.0,0.086,0.932,164.092,17
spotify:track:7xUVverKyPPPAW3sDqXhfi,Truly Madly Deeply,Savage Garden,3NRFinRTEqUCfaTTZmk8ek,5S4ycMpNlcTpLaO7u6mkkb,Truly Madly Completely - The Best of Savage Garden,279400,False,49,0.566,0.705,0,-7.569,1,0.0311,0.43,0.0,0.109,0.781,168.152,1
spotify:track:5EDUIiDf1Sp6nVnmCMRxa2,"Independent Women, Pt. 1",Destiny's Child,1Y8cdNmUJH7yBTd9yOvr5i,480AZOo2VQ1kf3GedAiKV9,Survivor,221626,False,52,0.517,0.598,6,-3.751,0,0.263,0.388,2.22e-06,0.183,0.922,96.933,5
spotify:track:1aWV3uY3SIEZVbmv45oFWS,Creep,TLC,0TImkz4nPqjegtVSMZnMRq,5eg56dCpFn32neJak2vk0f,Crazysexycool,268533,False,68,0.811,0.458,5,-9.688,0,0.0402,0.0193,1.41e-06,0.0526,0.797,92.94,9
spotify:track:7aKWgpecgLEqisWcXPElDl,Never There,CAKE,6A43Djmhbe9100UwnI7epV,1vbpW28Od2ATmVyAZ0QZ3j,Prolonging the Magic,164266,False,63,0.761,0.735,9,-8.171,0,0.043,0.0426,0.0838,0.0917,0.592,125.815,22
spotify:track:1oTHteQbmJw15rPxPVXUTv,Insane in the Brain,Cypress Hill,4P0dddbxPil35MNN9G2MEX,02lktkm4J7K7N8T63Gm7KX,Black Sunday,208266,True,75,0.897,0.611,11,-10.489,1,0.211,0.0291,0.186,0.0894,0.769,102.304,12
spotify:track:6mz1fBdKATx6qP4oP1I65G,Pony,Ginuwine,7r8RF1tN2A4CiGEplkp1oP,4he7R24eqd1EbF9kegiAK8,R&B: From Doo-Wop To Hip-Hop,251733,True,74,0.749,0.605,8,-9.359,0,0.086,0.00186,0.0381,0.115,0.966,142.024,22
spotify:track:3vZO25GdYuqFrR1kzZADnp,Ready or Not,Fugees,2WKdxPFRD7IqZvlIAvhMgY,18XFe4CPBgVezXkxZP6rTb,The Score (Expanded Edition),226986,True,73,0.607,0.422,10,-13.364,0,0.499,0.209,0.0,0.0839,0.563,130.47,25
spotify:track:6XQz4HwNIQZ652JFa7putY,I Will Always Love You - Film Version,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,3qEUTNGTeDXwYwSl3v2hNV,I Wish You Love: More From The Bodyguard,274693,False,51,0.343,0.281,4,-9.534,1,0.0368,0.605,0.000296,0.0951,0.121,133.454,5
spotify:track:4jnFqNWeJCeCRHc4HCdxfd,Remember the Time,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,0oX4SealMgNXrvRDhqqOKg,Dangerous,239226,False,74,0.831,0.921,5,-2.383,0,0.0582,0.153,0.00224,0.305,0.795,108.002,0
spotify:track:0YuqaTaX6wdAI3mSR6LPQt,Freedom! '90 - Edit,George Michael,19ra5tSw0tWufvUp8GotLo,0ZeOyoJHPD6czbTPAT9Qaj,Listen Without Prejudice / MTV Unplugged (Deluxe),321802,False,39,0.68,0.897,5,-7.32,1,0.0415,0.165,1.91e-05,0.0668,0.894,91.776,22
spotify:track:6VWFrHAnLDyNUEJbJvpkZA,Are You Jimmy Ray?,Jimmy Ray,19mELXwQE3LGemD3ioO0lO,65aWVI7ULOKD2NJSp2qGlx,Jimmy Ray,201200,False,39,0.75,0.914,10,-5.707,0,0.0704,0.13,2.33e-05,0.392,0.673,99.083,12
spotify:track:31bf9SEOppLU6lQ85d8om6,Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & Mýa),Pras,0kJMPTXq7h3ztpDukSx5iD,0bCx3zLZj4wezD07YFrLPM,Ghetto Supastar,261133,False,69,0.818,0.653,1,-8.396,1,0.204,0.0335,5.46e-06,0.22,0.533,99.931,11
spotify:track:4agp6oHofabdUedr0B1krj,Steal My Sunshine,LEN,0nyc9SZGLITSOJASmTZsnZ,5NndKV7nc18qRQfFvLgZ1k,You Can't Stop The Bum Rush,265533,False,61,0.412,0.829,4,-11.112,1,0.529,0.394,0.0,0.108,0.677,191.476,6
spotify:track:1Oi2zpmL81Q0yScF1zxaC0,"Bills, Bills, Bills",Destiny's Child,1Y8cdNmUJH7yBTd9yOvr5i,283NWqNsCA9GwVHrJk59CG,The Writing's On The Wall,256026,False,73,0.845,0.576,11,-5.15,0,0.153,0.139,0.0,0.0764,0.461,127.641,11
spotify:track:1UI0l2L66HJ9AtoEOlHzv4,Sometimes,Britney Spears,26dSoYclwsYLMAKD3tpOr4,3WNxdumkSMGMJRhEgK80qx,...Baby One More Time (Digital Deluxe Version),245066,False,69,0.745,0.742,10,-5.693,1,0.0259,0.42,0.0,0.102,0.806,95.996,13
spotify:track:7uYroF9RRrhRJBrigRvB6H,Summer Girls,LFO,1FizW0swe8ODtXvEOHXbHX,6DZdRerOCdaQyBLwntH2cX,LFO,257333,False,58,0.814,0.808,7,-5.034,1,0.155,0.161,0.0,0.0616,0.738,99.816,0
spotify:track:52y59AQ0HkwcxSnYrfnv5Q,Semi-Charmed Life - 2006 Remaster,Third Eye Blind,6TcnmlCSxihzWOQJ8k0rNS,0E59vg6z9hQoK200ISntKk,A Collection,268640,False,41,0.632,0.894,7,-5.211,1,0.0317,0.00622,0.0,0.328,0.718,102.039,25
spotify:track:5jOvmh1DYmaiBPETL6HCRY,Waiting for Tonight,Jennifer Lopez,2DlGxzQSjYe5N6G9nkYghR,7LN1DM2rLG5GFezakJF4vk,Dance Again...The Hits,246506,False,55,0.694,0.941,10,-6.108,0,0.0408,0.00224,0.0826,0.109,0.854,125.014,7
spotify:track:3Cx4yrFaX8CeHwBMReOWXI,We Didn't Start the Fire,Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,1Vw2uoVkLAJFVViJ1QyK1D,Storm Front,287733,False,76,0.712,0.967,7,-5.206,1,0.047,0.0771,0.0,0.356,0.895,145.024,0
spotify:track:0BUoLE4o9eVahDHvTqak67,Unpretty,TLC,0TImkz4nPqjegtVSMZnMRq,1CvjjpvqVMoyprsf74bpYW,Fanmail,278066,False,63,0.648,0.622,7,-6.063,1,0.0428,0.00152,5.97e-05,0.109,0.51,88.684,7
spotify:track:2OawRn0NvWkStuemgdae4i,My Boo - Hitman's Club Mix,Ghost Town DJs,4JbmXqez7WvTggoxn3UpVT,25icVyYwOAjrUOZOLx44K0,So So Def Bass All-Stars,346840,False,0,0.885,0.477,6,-9.196,0,0.0664,0.000131,0.000664,0.336,0.691,130.078,9
spotify:track:5kSexWiBGosdZEP9ZrnMxw,Un-Break My Heart,Toni Braxton,3X458ddYA2YcVWuVIGGOYe,0zvAuVOwnPWLmwyoSakffR,Platinum & Gold Collection,268320,False,0,0.628,0.478,2,-6.526,0,0.0269,0.432,0.0,0.124,0.124,109.926,12
spotify:track:4CcSw8wQAHYf4XNckayPoc,Walking on Broken Glass,Annie Lennox,5MspMQqdVbdwP6ax3GXqum,33ImEB9taJ3Tie4APfTL7B,Diva,253295,False,68,0.749,0.562,0,-8.45,1,0.0281,0.215,1.1e-06,0.105,0.807,115.008,22
spotify:track:68C7Q9IW70v5uaXSXyWVm3,The Sign,Ace of Base,5ksRONqssB7BR161NTtJAm,6ffpRSfiSJDagQAL76kDRC,Happy Nation (U.S. Version),189786,False,0,0.802,0.828,4,-6.366,0,0.0426,0.0127,0.0683,0.0293,0.946,97.01,22
spotify:track:53eJFr4Mfbw5PXJ01K6cFw,Daughter - Remastered,Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,3BSOiAas8BpJOii3kCPyjV,Vs.,234333,False,70,0.615,0.702,7,-9.686,1,0.0278,0.00746,0.00431,0.0608,0.734,96.987,22
spotify:track:4FCb4CUbFCMNRkI6lYc1zI,Hero,Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,2NKxb7pk04CuZab5udkGUl,Music Box,257733,False,71,0.501,0.378,4,-9.37,1,0.029,0.735,0.0,0.119,0.178,119.987,6
spotify:track:6yw2pmCVpIwnyEnqdEuAaT,"My Heart Will Go On - Love Theme from ""Titanic""",Céline Dion,4S9EykWXhStSc15wEx8QFK,41IwxoZoITRNmQheABRtwc,My Love Essential Collection,281253,False,38,0.433,0.364,4,-8.842,1,0.0293,0.707,3.75e-06,0.171,0.0385,98.981,0
spotify:track:6urCAbunOQI4bLhmGpX7iS,Don't Speak,No Doubt,0cQbJU1aAzvbEmTuljWLlF,3VekjWskUut57hx6W9wqL8,Tragic Kingdom,263560,False,78,0.52,0.709,5,-7.125,0,0.0352,0.247,1.78e-05,0.18,0.536,76.039,7
spotify:track:1uCqIhOePc6hDMG2ijk8sp,Little Miss Can't Be Wrong,Spin Doctors,2PSiyldxmJze7xiqbz658m,3jx5C8Z66FwdjNkqsSDBQh,Pocket Full Of Kryptonite (Anniversary Edition),232720,False,56,0.515,0.903,0,-8.832,1,0.0443,0.014,0.0218,0.38,0.927,116.44,22
spotify:track:6cJqlSO19vsfCsH1FeFI35,Santeria,Sublime,0EdvGhlC1FkGItLOWQzG4J,5dwkpREUiLdmPLy4POzFSa,Sublime (Explicit Version),183200,False,0,0.673,0.772,1,-5.246,0,0.0427,0.0223,1.23e-06,0.141,0.585,90.356,0
spotify:track:6MdqqkQ8sSC0WB4i8PyRuQ,No Diggity,Blackstreet,2P3cjUru4H3fhSXXNxE9kA,2zGZLQiFl9UubtrVmtIkbi,Another Level,304600,False,79,0.867,0.646,1,-4.674,0,0.288,0.303,0.0,0.279,0.67,88.634,22
spotify:track:65GZzBP1qyk4zH7c8RIJYD,Come on over Baby (All I Want Is You) - Radio Version,Christina Aguilera,1l7ZsJRRS8wlW3WfJfPfNS,0VtMlmn7rAcWwxS3QOJo2h,Christina Aguilera,204533,False,0,0.825,0.914,8,-3.207,1,0.102,0.216,2.43e-05,0.228,0.774,118.912,25
spotify:track:3QRM0qZB7oMYavveH0iEqx,Here Comes the Hotstepper - Heartical Mix,Ini Kamoze,1VJspRsoC6c0bvqhnSiFCs,1fSD1yTlcwVUWdpK7Nr7v5,Here Comes The Hotstepper,250466,False,65,0.889,0.454,4,-8.598,0,0.221,0.0141,0.000186,0.203,0.436,100.36,12
spotify:track:30qVCFYKBtAENjTIBA8FPZ,The River of Dreams,Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,4HPnwQJAEvTY910q4RNeOu,River Of Dreams,247626,False,65,0.631,0.749,7,-8.15,1,0.0576,0.205,5.21e-06,0.0667,0.437,89.646,27
spotify:track:00WvmRXTkPBZNhhRK3xfdy,As Long as You Love Me,Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,0wvQovgaVU99eqw8n3g22S,Backstreet Boys,214333,False,62,0.775,0.816,0,-5.534,1,0.0281,0.164,0.0,0.126,0.753,98.219,1
spotify:track:1Cwsd5xI8CajJz795oy4XF,You Get What You Give,New Radicals,0Grjlu7ncIuCaSYvCs9fcd,13btXEnBerpA1UjIVtsMAR,Maybe You've Been Brainwashed Too,300773,False,75,0.621,0.901,2,-5.396,1,0.0302,0.17,0.0,0.0875,0.744,113.967,1
spotify:track:66LCa77E7ux7S6oT0YfRBn,My Name Is,Eminem,7dGJo4pcD2V6oG8kP0tJRR,1pAakXNiYkGzS7gRzxGyHn,The Slim Shady LP (Explicit),268400,True,0,0.856,0.679,5,-6.411,0,0.351,0.0489,0.0,0.0895,0.85,85.535,0
spotify:track:59WN2psjkt1tyaxjspN8fp,Killing In The Name,Rage Against The Machine,2d0hyoQ5ynDBnkvAbJKORj,4Io5vWtmV1rFj4yirKb4y4,Rage Against The Machine - XX (20th Anniversary Special Edition),313573,True,81,0.466,0.833,7,-4.215,1,0.304,0.0266,0.0,0.0327,0.661,88.785,22
spotify:track:3ZpQiJ78LKINrW9SQTgbXd,All I Wanna Do,Sheryl Crow,4TKTii6gnOnUXQHyuo9JaD,7dC6axVAeBDpRMmNtRbpwU,Tuesday Night Music Club,272106,False,70,0.82,0.528,9,-11.179,1,0.0321,0.111,0.0186,0.257,0.931,120.091,0
spotify:track:5ghIJDpPoe3CfHMGu71E6T,Smells Like Teen Spirit,Nirvana,6olE6TJLqED3rqDCT0FyPh,2guirTSEqLizK7j9i1MTTZ,Nevermind (Remastered),301920,False,80,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,22
spotify:track:45wneA2j0Z0WMnYNDO6Ad0,Back & Forth,Aaliyah,0urTpYCsixqZwgNTkPJOJ4,3E3QRjL4Cre7Krms420Irl,Age Ain't Nothing But A Number,231093,False,59,0.706,0.727,5,-8.06,1,0.0317,0.0698,5.31e-06,0.115,0.903,92.938,0
spotify:track:0u4htORODiTK9vHVA89MQX,Lovefool - Radio Edit,The Cardigans,1tqZaCwM57UFKjWoYwMLrw,0YI7QPNUGq8NTB6Nd8nWfd,First Band On The Moon,193893,False,64,0.64,0.602,9,-7.902,1,0.0299,0.0646,0.0,0.375,0.951,111.87,17
